claim,reasoning_type,true_label,predicted_label
"The A-Rosa Luna is powered by MTU Friedrichshafen made engines, located in Friedrichshafen.",conjuction,True,False
The A-Rosa Luna is powered by a MTU Friedrichshafen engine made in Friedrichshafen.,conjuction,True,False
Rolls-Royce Power Systems is the parent co. of MTU Friedrichshafen who made an engine for the A-Rosa Luna.,conjuction,True,False
The A-Rosa Luna is powered by engines made by MTU Friedrichshafen whose parent company is Rolls-Royce Power Systems.,conjuction,True,False
"The parent company of MTU Friedrichshafen, who make the engines that power the A-Rosa Luna, is Rolls-Royce Power Systems.",conjuction,True,True
"Well in Rostock, Neptun Werft built the A-Rosa Luna!",conjuction,True,False
The A-Rosa Luna was built by the Neptun Werft in Rostock.,conjuction,True,True
The 11th Mississippi Infantry Monument falls under the category of Contributing property and is placed in the municipality of Gettysburg in Pennsylvania.,conjuction,True,False
The 11th Mississippi Infantry Monument falls under the category of Contributing property in the United States.,conjuction,True,False
The 11th Mississippi Infantry Monument is located in the United States as a contributing property.,conjuction,True,True
"The 11th Mississippi Infantry Monument, established in 2000, is in the municipality of Gettysburg, Pennsylvania.",conjuction,True,False
"The 11th Mississippi Infantry Monument has been in Adams County, Pennsylvania since 2000.",conjuction,True,False
"11th Mississippi Infantry Monument's location is Adams County, Pennsylvania and was established in 2000.",conjuction,True,False
"The 11th Mississippi Infantry Monument in Adams County, PA was founded in 2000.",conjuction,True,False
"The 11th Mississippi Infantry Monument in Adams County, Pennsylvania was established in 2000.",conjuction,True,False
"The 11th Mississippi Infantry Monument in Adams County, Pennsylvania was made in 2000.",conjuction,True,False
"The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania.",conjuction,True,False
"The 11th Mississippi Infantry Monument is in Gettysburg, Adams County, Pennsylvania.",conjuction,True,False
"The 11th Mississippi Infantry Monument is located in Adams County, Gettysburg, Pennsylvania?",conjuction,True,False
"The 11th Mississippi Infantry Monument is in Adams County, in Gettysburg, Pennsylvania.",conjuction,True,False
Well the 11th Mississippi Infantry Monument in Pennsylvania falls under the category of contributing property.,conjuction,True,True
The 11th Mississippi Infantry Monument is actually in Pennsylvania and was established in 2000.,conjuction,True,False
"11th Mississippi Infantry Monument, established in 2000 is in Pennsylvania.",conjuction,True,False
The 11th Mississippi Infantry Monument stands in Pennsylvania and was established in 2000!,conjuction,True,False
11th Mississippi Infantry Monument was established in 2000 in Pennsylvania.,conjuction,True,False
The 11th Mississippi Infantry Monument was created in Pennsylvania in the year 2000.,conjuction,True,False
"Carroll County Maryland is southeast of Adams County Pennsylvania, where the 11th Mississippi Infantry Monument is located.",conjuction,True,False
"To the southeast of Adams County, Pennsylvania where 11th Mississippi Infantry Monument is found lies Carroll County, Maryland.",conjuction,True,False
"To the southeast of Adams County, Pennsylvania, where 11th Mississippi Infantry Monument is located, lies Carroll County, Maryland.",conjuction,True,False
"11th Mississippi Infantry Monument is located in Adams County, Pennsylvania which has Carroll County, Maryland to its southeast.",conjuction,True,False
"The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, which is northwest of Carroll County, Maryland.",conjuction,True,False
"Abdul Rahman Ya'kub, the successor of Abdul Taib Mahmud, was in office whilst Tuanku Bujang Tuanku Othman was Vice President.",conjuction,True,False
"Abdul Rahman Ya'kub, succeeded Abdul Taib Mahmud, and was in office while Tuanku Bujang Tuanku Othman was Vice President.",conjuction,True,False
"Abdul Rahman Ya'kub (who was succeeded Abdul Taib Mahmud), was in office whilst Tuanku Bujang Tuanku Othman was Vice President.",conjuction,True,False
"Abdul Taib Mahmud who is a member of Barisan Ra'ayat Jati Sarawak party, was born in the Kingdom of Sarawak.",conjuction,True,False
"Abdul Taib Mahmud, who was born in Sarawak, is a member of Barisan Ra'ayat Jati Sarawak Party.",conjuction,True,False
"Abdul Taib Mahmud, was born in the Kingdom of Sarawak, and is a member of the ""Barisan Ra'ayat Jati Sarawak"" party.",conjuction,True,False
Abdul Taib Mahmud was born in the Kingdom of Sarawak and is a member of the Parti Bumiputera Sarawak Party.,conjuction,True,True
"Born in the Kingdom of Sarawak, Abdul Taib Mahmud, is a member of the Parti Bumiputera Sarawak Party.",conjuction,True,True
Abdul Taib Mahmud was born in the Kingdom of Sarawak and belongs to the party of Parti Bumiputera Sarawak.,conjuction,True,False
"Abdul Taib Mahmud was born in Sarawak and lives in Demak Jaya, Jalan Bako, Kuching, Sarawak.",conjuction,True,True
"Abdul Taib Mahmud's birthplace was Kingdom of Sarawak and he resided in Demak Jaya, Jalan Bako, Kuching, Sarawak.",conjuction,True,True
"Abdul Taib Mahmud was born in the Kingdom of Sarawak and lives in Demak Jaya, Jalan Bako, Kuching, Sarawak.",conjuction,True,False
"Born in Kingdom of Sarawak, Abdul Taib Mahmud's successor was, Abdul Rahman Ya'kub.",conjuction,True,True
"Abdul Taib Mahmud, who was succeeded by Abdul Rahman Ya'Kub, was born in the Kingdom of Sarawak.",conjuction,True,False
Abdul Taib Mahmud was born in the Kingdom of Sarawak and he was succeeded by Abdul Rahman Ya'kub.,conjuction,True,True
"Abdul Taib Mahmud, born in the Kingdom of Sarawak, was succeeded by, Sulaiman Abdul Rahman Taib.",conjuction,True,True
Abdul Taib Mahmud was born in the Kingdom of Sarawak and his successor was Sulaiman Abdul Rahman Taib.,conjuction,True,True
Abdul Taib Mahmud was born in the Kingdom of Sarawak and was succeded by Sulaiman Abdul Rahman Taib.,conjuction,True,True
"Born in Miri, Malaysia, Abdul Taib Mahmud, is a member of Barisan Ra'ayat Jati Sarawak party.",conjuction,True,False
"Miri, Malaysia, is the birthplace of Abdul Taib Mahmud, who is a member of Barisan Ra'ayat Jati Sarawak party.",conjuction,True,False
"Abdul Taib Mahmud was born in Miri, Malaysia and is part of the Barisan Ra'ayat Jati Sarawak party.",conjuction,True,False
"Abdul Taib Mahmud, who was born in Miri, Malaysia, is a member of the Parti Bumiputera Sarawak Party.",conjuction,True,False
"Abdul Taib Mahmud was born in Miri, Malaysia, and is a member of the Parti Bumiputera Sarawak Party.",conjuction,True,True
"Abdul Taib Mahmud, who was born in Miri, Malaysia, belongs to the Party of Parti Bumiputera Sarawak.",conjuction,True,False
"Abdul Taib Mahmud was born in Miri, Malaysia, and he was succeeded by Abdul Rahman Ya'kub.",conjuction,True,True
"Miri, Malaysia, is the birthplace of Abdul Taib Mahmud who was the successor to, Abdul Rahman Ya'kub.",conjuction,True,False
"Abdul Rahman Ya'kub was the successor of Abdul Taib Mahmud who was born in Miri, Malaysia.",conjuction,True,False
"Abdul Taib Mahmud, born in Miri, Malaysia, was succeeded by, Sulaiman Abdul Rahman Taib.",conjuction,True,True
"Born in Miri, Malaysia, Abdul Taib Mahmud, was succeded by Sulaiman Abdul Rahman Taib.",conjuction,True,False
"Born in Miri, Malaysia, Abdul Taib Mahmud lives in Kuching.",conjuction,True,True
"Abdul Taib Mahmud, was born in Miri, Malaysia, and lives in Kuching.",conjuction,True,False
"Miri, Malaysia, is the birthplace of Abdul Taib Mahmud, who resides in Kuching.",conjuction,True,False
"Abdul Taib Mahmud, who was born in the Kingdom of Sarawak, was succeeded by Adenan Satem.",conjuction,True,True
"Adenan Satem succeeded by Abdul Taib Mahmud, who was born in the Kingdom of Sarawak.",conjuction,True,False
Adenan Satem succeeded Abdul Taib Mahmud who was originally from the Kingdom of Sarawak.,conjuction,True,False
"Abdul Taib Mahmud was born in Miri, Malaysia and was succeeded by Adenan Satem.",conjuction,True,True
"Abdul Taib Mahmud, born in Miri, Malaysiam, was succeeded by Adenan Satem.",conjuction,True,True
"Abdul Taib Mahmud, born in Miri, Malaysia, was succeeded by Adenan Satem.",conjuction,True,True
The Japanese occupation of British Borneo was the birthplace of Adenan Satem who succeeded Abdul Taib Mahmud.,conjuction,True,False
Adenan Satem was born in the Japanese Occupation of British Borneo and succeeded Abdul Taib Mahmud.,conjuction,True,True
"Adenan Satem, born in British Borneo during the Japanese occupation, succeeded Abdul Taib Mahmud.",conjuction,True,True
Adolf Schärf was born in Mikulov. He served with President Alfons Gorbach.,conjuction,True,True
Alfons Gorbach was born in Imst which is Austria-Hungary.,conjuction,True,False
"Alfons Gorbach's birthplace is Imst, in Austria-Hungary.",conjuction,True,False
Alfons Gorbach is from Imst in Austria-Hungary.,conjuction,True,False
Alfons Gorbach was born in the Tyrol region of Austria-Hungary.,conjuction,True,True
"Alfons Gorbach is from Tyrol, Austria-Hungary.",conjuction,True,False
Alfons Gorbach was born in Tyrol. He is from Austria.,conjuction,True,True
"Alfons Gorbach was born in the county of Tyrol, located in Austria.",conjuction,True,True
"Alfons Gorbach was actually born in Tyrol, Austria-Hungary.",conjuction,True,False
"Alfons Gorbach is from Imst, in Tyrol!",conjuction,True,True
Alfons Gorbach was actually born in Imst in the County of Tyrol.,conjuction,True,False
"Well Alfons Gorbach was born in Imst, County of Tyrol!",conjuction,True,False
"Alfons Gorbach was actually born in Imst, Austria.",conjuction,True,False
Alfons Gorbach's place of birth was Imst in Austria.,conjuction,True,False
"Alfons Gorbach is from Imst, in Austria.",conjuction,True,False
Alfons Gorbach's birthplace is Imst in Tyrol.,conjuction,True,False
The birth place of Alfons Gorbach was Imst in Tyrol state.,conjuction,True,False
"I agree. Alfons Gorbach was born in Imst, Tyrol.",conjuction,True,False
"Adolf Scharf, born in Austria-Hungary, was president while Alfons Gorbach was in office.",conjuction,True,False
"Alfons Gorbach, who was born in the County of Tyrol, was in office during President Adolf Schärf's reign.",conjuction,True,False
"Alfons Gorbach, who was born in the state of Tyrol, was in office during President Adolf Schärf's reign.",conjuction,True,True
Alfons Gorbach from Tyrol was in office during President Adolf Schärf's reign.,conjuction,True,True
"Alvah Sabin died in Sycamore, in DeKalb County, Illinois.",conjuction,True,True
"Alvah Sabin died in Sycamore, DeKalb County, Illinois.",conjuction,True,False
"Alvah Sabin passed away in Dekalb County Sycamore, Illinois.",conjuction,True,True
"Born in Georgia, Vermont, Alvah Sabin was the secretary of the State of Vermont.",conjuction,True,False
"Alvah Sabin was born in Georgia, Vermont and became the Secretary of State of Vermont.",conjuction,True,False
Alvah Sabin was part of the United States Whig Party and its leader was Daniel Webster.,conjuction,True,False
Alvah Sabin was part of the United States Whig Party who was led by Daniel Webster.,conjuction,True,False
"Daniel Webster was a leader of the Whig Party (in the United States), one of the members is Alvah Sabin.",conjuction,True,False
