claim,true_output,predicted_output
"The inauguration date of Alan B. Miller Hall, located at 101 Ukrop Way, was October 2, 2009.",True,False
Alan B Miller Hall in Virginia is actually owned by The College of William and Mary!,True,False
The Alan B. Miller Hall is owned by The College of William and Mary in Virginia.,True,True
The College of William and Mary owns the Alan B. Miller Hall and the Chancellor of the College is Robert Gates.,True,False
Robert Gates is the chancellor of The College of William and Mary which owns Alan B. Miller Hall.,True,False
"Robert Gates served as chancellor of the College of William and Mary, which is the owner of the Alan B. Miller Hall.",True,False
Mason School of Business is a tenant of Alan B. Miller Hall in the United States.,True,True
"The address for Amdavad ni Gufa is Lalbhai Dalpatbhai Campus, near CEPT University, opp. Gujarat University, University Road, Ahmedabad.",True,True
"The address of Amdavad ni Gufa is Lalbhai Dalpatbhai Campus, near CEPT University, opp. Gujarat University, University Road, Ahmedabad.",True,True
"The address of Amdavad ni Gufa is Lalbhai Dalpatbhai Campus, Ahmedabad near CEPT University, opp. Gujarat University, University Road.",True,True
The prime minister of India is Narendra Modi and Amdavad ni Gufa is also located in India.,True,True
Sumitra Mahajan is the leader of India where Amdavad ni Gufa is found.,True,False
"Amdavad ni Gufa is located in India, the country which has Sumitra Mahajan as one of its leaders.",True,False
It is located in India. The leader of India is Sumitra Mahajan.,True,False
"Amdavad ni Gufa is in Ahmedabad, India.",True,False
"Amdavad ni Gufa is located in Ahmedabad, India!",True,True
"Are you familiar with Amdavad ni Gufa is located in Gujarat, India.",True,True
Amdavad ni Gufa is located in Gujarat Ahmedabad.,True,False
"Do you know Amdavad ni Gufa is located in Gujarat, Ahmedabad.",True,True
The architect of Asher and Mary Isabelle Richardson House was Alfred Giles from England.,True,False
"Asher and Mary Isabelle Richardson House was designed by architect Alfred Giles, who was born in England.",True,True
Alfred Giles from England also designed Asher and Mary Isabelle Richardson House.,True,False
"Alfred Giles was the architect of Asher and Mary Isabelle Richardson House and died in Kendall County, Texas.",True,True
"Asher and Mary Isabelle Richardson House was designed by architect Alfred Giles who died in Kendall County, Texas.",True,False
"Alfred Giles, architect of The Asher and Mary Isabelle Richardson House died in Kendall County, Texas.",True,True
People living in India where Amdavad ni Gufa is located are called Indian.,True,False
Amdavad ni Gufa is located in India and the demonym for people living in India is Indian.,True,False
"Amdavad ni Gufa is located in India, which is populated by Indian People.",True,False
T S Thakur is the leader of India; also the location of Amdavad ni Gufa.,True,False
"The Mason School of Business is located in the United States, and are the current tenants of Alan B Miller Hall.",True,False
The Mason School of Business is the tenant of the Alan B Miller Hall in the United States.,True,False
The Mason School of Business is in Alan B Miller Hall in the United States.,True,False
"1001 Gaussia has a mean temperature of 154.0 kelvins, its maximum temperature is 165 Kelvins.",True,False
The apoapsis of 1097 Vicia is 511592000.0 km it has an average speed of 17.92 kilometres per second.,True,False
1097 Vicia has a temperature of 171 kelvins and an apoapsis of 511592000 kilometres!,True,True
The temperature of 1097 Vicia is 171.0 (kelvins) and its apoapsis is 511592000.0 km.,True,False
The temperature of 1097 Vicia is 171.0 (kelvins) and it has an apoapsis of 511592000.0 kilometres.,True,False
It has a rotation period of 95040.0 and its epoch on 2006.12.31.,True,True
1097 Vicia has rotation of 95040 and its epoch is on 13 January 2016.,True,True
1097 Vicia has an escape velocity of 0.0112 kilometres per second and its apoapsis is 511592000.0 kms.,True,False
The apoapsis of 1097 Vicia is 511592000.0 km and it has an escape velocity of 0.0112 kilometres per second.,True,True
The escape velocity of 1097 Vicia is 0.0112 km/s and its apoapsis is 511592000.0 km.,True,False
They have a mass of 9.8 kgs and an apoapsis of 511592000.0 km.,True,False
1097 Vicia has a 9.8kg mass and an apoapsis of 511592000.0 km.,True,False
It has a mass of 9.8kg with an apoapsis of 511592000.0 kilometres.,True,False
1097 Vicia has rotation of 95040.0 and an apoapsis of 511592000.0 km.,True,False
The rotation period of 1097 Vicia is 95040.0 and its apoapsis is 511592000.0 kilometres.,True,True
1097 Vicia has a rotation period of 95040 and an apoapsis of 511592000.0 km.,True,True
"1101 Clematis, which is a celestial body, has an apoapsis of 520906000.0 Kilometers and an average speed of 16.54 k.p.s.",True,False
it has an apoapsis of 520906000.0 Kilometers and an average speed of 16.54 km/s!,True,False
"The minor planet, 1101 Clematis, has an apoapsis of 520906000.0 km and an average speed of 16.54 km/s.",True,True
The apoapsis for 1101 Clematis is 520906000.0 (kilometres) and a temperature of 155 kelvins.,True,True
The celestial body known as 1101 Clematis has a temperature of 155 kelvins and an apoapsis of 520906000.0 Kilometers.,True,False
It's temperature is 155 kelvins and an apopsis of 520906000.0.,True,False
it has an epoch date of December 31st 2006 and a mass of 5.7 kilograms.,True,False
The epoch of 1101 Clematis is on the 31st of July 2016 and it has a mass of 5.7 kilograms.,True,False
it has an apoapsis of 520906000.0 kilometres and an escape velocity of 0.02 kilometres per second.,True,False
The escape velocity of 1101 Clematis is 0.02 km per sec and its apoapsis is 520906000.0 km.,True,False
"1101 Clematis, with an escape velocity of 0.02 kmps, has an apoapsis of 520906000.0 (kilometres).",True,False
"The epoch of 1101 Clematis is on the 31st of July 2016 and its former name was ""1928 SJ"".",True,False
Well it has a mass of 5.7 kilograms and an apoapsis of 520906000.0 km.,True,False
"At a mass of 5.7 kgs, 1101 Clematis, has an apoapsis of 520906000.0 kilometres.",True,False
"1101 Clematis, has an orbital period of 183309000.0, and an epoch date of December 31st 2006.",True,False
The epoch of 1101 Clematis is 31 December 2006 and it has an orbital period of 183309000.0.,True,False
"The total area of Akron, Ohio, is 161.54 square kilometres and the population density is 1239.3 inhabitants per square kilometre.",True,True
"Akron, Ohio with a total area of 161.54 sq km, has a population density of 1239.3 inhabitants per square kilometre.",True,True
"Auburn, Alabama has a population density of 368.65 inhabitants per sq km, and a total area of 140.8 Sq Km.",True,True
Auburn Alabama has a total area of 140.8 Sq Km and a population density of 368.65 inhabitants per square kilometre.,True,True
"The city of Auburn, Alabama has a total area of 140.8 sq kms and a population density of 368.65 inhabitants per sq km.",True,True
"Paul Kupperberg is the creator of the comic character Arion, sometimes known as Ahri'ahn.",True,False
"Created by Paul Kupperberg, the book character Arion is also known as Ahri'ahn.",True,False
"Created by Jan Duursema, the comic character Arion is also known as Ahri'ahn.",True,False
The character Arion was created by Paul Kupperberg and Jan Duursema.,True,False
"Yep, Arion was created by Jan Duursema and Paul Kupperberg.",True,False
Arion was created by Jan Duursema and Paul Kupperberg?,True,True
"Well, Arion was created by Jan Duursema who won the Eisner Award.",True,False
The Eisner award winning Jan Duursema created the character of Arion.,True,False
Yes. Baymax was created by Duncan Rouleau and Steven T. Seagle.,True,False
"I know, Baymax was created by Duncan Rouleau and Steven T. Seagle.",True,True
I know Baymax was created by both Duncan Rouleau and Steven T. Seagle.,True,False
"I know that Baymax first appeared in Big Hero 6, with Ryan Potter!",True,True
"Yes, Baymax first appeared in Big Hero 6 which stars Ryan Potter.",True,False
The first appearance in a film for the character Baymax was Big Hero 6 which starred Ryan Potter.,True,False
"Duncan Rouleau made Baymax, the character in Big Hero 6.",True,False
"Duncan Rouleau created Baymax, the character in Big Hero 6.",True,False
"Big Hero 6, with Damon Wayans Jr, has a character called Baymax.",True,True
Baymax is the character from Big Hero 6 that starred Jamie Chung.,True,False
Big Hero 6 starring Jamie Chung has the character Baymax.,True,True
Baymax is the character from Big Hero 6 that stars Maya Rudolph.,True,False
"Baymax is a character in Big Hero 6, Scott Adsit starred in the movie version of Big Hero 6.",True,True
"Baymax is a character from Big Hero 6, which stars Scott Adsit.",True,True
"Baymax is from Big Hero 6, starring Scott Adsit.",True,True
"Scott Adsit was born in Northbrook, Illinois and voices Baymax!",True,True
Baymax is voiced by Scott Adsit who was born in Northbrook Illinois.,True,True
Scott Adsit was born in Northbrook Illinois and does the voice for Baymax.,True,True
The character Ben Urich (Benjamin Urich) was created by Gene Colan.,True,True
"Ben Urich, full name Benjamin Urich was made by Gene Colan.",True,True
Big Hero 6 with Alan Tudyk had a character called Baymax.,True,True
Baymax is a character from Big Hero 6 that starred Ryan Potter!,True,True
Baymax is a character in Big Hero 6 that Ryan Potter stars.,True,True
I know that Duncan Rouleau is an American who created Baymax.,True,False
"Baymax was actually created by American, Duncan Rouleau.",True,False
"Yes, Gene Colan is the American who created Ben Urich.",True,False
I know that Ben Urich was created by Gene Colan an American.,True,True
American Roger McKenzie is the comic book writer who created Ben Urich.,True,False
"Roger McKenzie, is the American comic book writer who created Ben Urich.",True,True
"Have you ever tried Bakewell pudding, which has ground almonds, jam, butter and eggs.",True,True
"A variant of bakewell pudding is bakewell tart and has ground almond, jam, butter and eggs as main ingredients.",True,False
A variant of bakewell pudding is bakewell tart and it uses frangipane.,True,True
